lig,rec,g1,g2,g3,g4,g5,g6,g7,g8
Np_RES_D,S_a,-0.007616,0.001292,-0.0001016,0.02247,-0.008463,-5.136e-05,0.007855,0.001762
Np_RES_D,S_H,-0.009738,-0.001162,-0.01442,0.001326,0.02147,0.02892,0.0004284,-0.006873
Np_RES_D,P,-0.02506,-0.01871,-0.01537,-0.02827,-0.005997,-0.00369,-0.01945,-0.004576
Np_RES_D,U,-0.006024,-0.002542,-0.01377,-0.002538,-0.01051,-0.01716,-0.01984,-0.002684
N_DA,H,0.05031,-0.006415,-0.06593,-0.05424,-0.03416,-0.02996,-0.0918,-0.06016
N_DA,H_N,-0.002961,-0.01139,-0.02456,-0.03336,-0.02701,0.02407,0.02292,0.003527
N_DA,H_O,-0.001447,0.0138,0.01534,0.03592,0.03672,-0.01472,-0.05694,-0.0487
N_DA,H_S,0.01438,0.03348,0.02214,0.01819,0.01121,-0.04274,-0.06085,-0.05855
N_DA,H_ba,0.03209,0.01625,-0.003179,-0.02511,-0.02256,-0.05597,-0.0525,-0.08282
N_DA,C,0.02687,0.01228,-0.01199,-0.04247,-0.05161,-0.002015,0.03693,-0.02089
N_DA,C_a,0.06998,0.01441,0.0124,-0.04669,-0.04773,-0.02969,-0.02379,-0.01659
N_DA,C_SP2,0.00105,-0.02309,-0.02888,-0.04112,-0.001744,0.05254,0.0274,-0.0159
N_DA,C_SP,-0.007688,0.01108,-0.01984,0.0006739,-0.01734,-0.007822,-0.008852,-0.003941
N_DA,F,0.02505,0.02879,0.008732,0.005667,-0.00158,-0.006149,-0.01887,0.009135
N_DA,F_ba,0.005969,0.00481,0.01142,-0.004905,0.02171,-0.004417,-0.01927,-0.01919
N_DA,Cl,0.0003651,0.01128,-0.0107,0.007816,0.01117,-0.03341,-0.01791,-0.01135
N_DA,Cl_ba,-0.01542,-0.007816,-0.001879,0.004235,0.01051,-0.02015,-0.008789,-0.01483
N_DA,Br,0.0009199,0.006614,-0.001626,0.0008952,-0.01167,-0.01792,0.001942,0.0264
N_DA,Br_ba,-0.004747,-0.005111,0.01114,-0.02814,0.005934,0.004413,0.003901,0.01499
N_DA,I,-0.006419,0.01623,0.008516,0.02464,0.006347,-0.03815,-0.03094,-0.01226
N_DA,I_ba,0.007223,-0.01233,0.007455,0.01191,0.03043,0.0016,0.001055,0.008235
N_DA,N_D,0.008138,0.02837,-0.01612,-0.0134,-0.01058,0.01442,0.02834,0.02753
N_DA,N_a_D,0.006587,0.002978,0.003444,-0.00732,-0.01058,0.01093,-0.008178,-0.01978
N_DA,N_ba_D,0.05536,0.04463,0.0417,-0.01123,-0.04564,-0.07511,-0.01643,0.009745
N_DA,Np_D,0.02822,0.004223,-0.00821,-0.03962,0.04434,0.2287,0.2955,0.2359
N_DA,N_SP2_D,-0.008124,-0.02745,0.003191,0.005234,0.006334,-0.001407,0.0109,0.01093
N_DA,N_AMID_D,0.03937,0.01402,-0.05457,-0.04157,-0.05997,-0.05544,-0.1244,-0.1326
N_DA,Np_RES_D,0.05901,0.02861,-0.008318,-0.02438,-0.003256,0.01248,-0.004147,-0.06094
N_DA,N_DA,-0.02389,-0.02353,0.01964,-0.0044,-0.0179,0.01765,0.01262,-0.01393
N_DA,N_a_DA,0.03379,-0.029,-0.002001,-0.02152,-0.04157,-0.03281,-0.03535,-0.0594
N_DA,O_DA,0.01152,0.02817,0.06156,0.06427,0.03335,-0.01715,-0.04202,-0.02867
N_DA,O_ba_DA,0.02025,0.01494,-0.02305,-0.01165,0.05191,0.03023,-0.04458,-0.0467
N_DA,Met_DA,-0.01649,-0.0155,-0.02823,-0.04142,-0.01121,-0.005633,0.06692,0.09204
N_DA,N_A,-0.0002499,-0.008799,-0.001265,0.01357,0.03896,0.01042,-0.01524,-0.01101
N_DA,N_a_A,0.01821,0.02976,-0.02208,-0.04628,-0.05828,-0.01979,0.02539,0.01113
N_DA,O_A,-0.00171,-0.0181,-0.02282,-0.02253,-0.01832,-0.06653,-0.04702,-0.03281
N_DA,O_a_A,-0.01297,0.007292,-0.007681,-0.00469,0.01118,-0.0146,0.01261,-0.006495
N_DA,On_A,0.03874,0.01459,0.02397,0.05189,0.05635,0.005007,-0.0282,-0.09646
N_DA,O_SP2_A,0.01627,0.03856,0.06382,0.03828,0.02221,-0.001589,0.009049,0.02055
N_DA,O_AMID,0.04308,0.02442,-0.001992,-0.02993,-0.07812,-0.03713,-0.08391,-0.1231
N_DA,O_CAR,-0.006321,-0.02842,-0.05653,-0.03638,-0.05123,-0.04117,-0.02452,-0.04091
N_DA,O_ALD,0.0717,0.1335,0.1886,0.3291,0.4405,0.3931,0.2557,0.1164
N_DA,N,0.03607,0.01112,0.021,0.01104,-0.0232,-0.01676,-0.0004928,0.008247
N_DA,Np,0.02046,-0.007159,0.0076,0.02951,0.02597,0.05729,0.03518,0.03203
N_DA,N_SP,0.001909,-0.007509,0.0254,0.007557,-0.007996,0.007183,-0.002967,-0.004522
N_DA,O,0.01051,0.008097,-0.0125,0.01762,0.01379,0.006065,0.00725,-0.024
N_DA,On,0.0001639,-0.01521,-0.0008016,-0.008876,-0.005589,-0.00677,0.02039,0.03037
N_DA,S,0.05719,0.06781,0.03375,-0.009279,-0.0525,-0.02467,0.01565,0.01086
N_DA,S_a,-0.009102,0.005773,-0.01762,0.001021,-0.005555,-0.002782,-0.008162,-0.007875
N_DA,S_H,0.02248,0.01808,0.02931,0.005228,-0.0403,-0.05758,-0.06234,-0.05952
N_DA,P,0.02396,0.02967,0.01556,0.02216,0.04398,-0.01059,-0.01602,-0.03197
N_DA,U,0.008619,0.003427,-0.01056,0.01227,-0.002321,-0.03708,0.005932,-0.002446
N_a_DA,H,0.09445,0.02845,-0.08215,-0.1257,-0.07121,0.05898,0.02372,-0.03577
N_a_DA,H_N,-0.104,-0.07146,-0.03139,-0.02484,-0.1822,-0.1725,-0.0941,-0.1423
N_a_DA,H_O,-0.02415,0.02156,-0.05216,-0.03651,-7.272e-05,-0.06769,-0.1386,-0.1241
N_a_DA,H_S,0.01826,-0.02032,-0.04038,-0.0911,-0.1537,-0.1189,-0.08411,-0.07065
N_a_DA,H_ba,0.03902,0.03288,0.05795,0.04898,-0.009382,-0.09445,-0.04765,0.04164
N_a_DA,C,-0.01251,-0.01876,0.02498,0.04982,0.1392,0.1115,-0.07607,-0.09323
N_a_DA,C_a,0.09618,-0.02048,-0.1239,-0.08041,-0.04885,0.08177,0.00916,-0.04003
N_a_DA,C_SP2,0.04629,-0.04844,-0.1102,-0.05854,0.1753,0.2475,0.1825,-0.02401
N_a_DA,C_SP,-0.003588,-0.02065,-0.0256,0.004894,0.05282,0.02712,-0.05877,-0.00747
N_a_DA,F,-0.006539,-0.004356,-0.005547,0.1009,0.0772,0.06134,-0.02247,-0.03279
N_a_DA,F_ba,0.009035,-0.01615,-0.01059,0.008571,-0.01229,0.04044,0.04075,0.01885
N_a_DA,Cl,0.06053,0.04175,0.09569,0.1439,0.1845,0.1098,0.0622,-0.06732
N_a_DA,Cl_ba,0.01365,0.02139,-0.019,0.02576,0.001577,-0.002043,0.03475,0.02004
N_a_DA,Br,-0.02553,-0.002079,0.04407,0.05282,0.01106,0.07504,0.01643,0.1137
N_a_DA,Br_ba,0.006942,-0.0281,-0.001711,0.02239,0.03093,-0.01546,0.04169,-0.0137
N_a_DA,I,-0.008282,0.02228,0.04318,-0.02772,-0.01495,-0.07069,-0.03308,-0.01363
N_a_DA,I_ba,-0.05603,-0.009466,0.005383,0.02779,-0.002932,-0.004565,-0.0267,0.005995
N_a_DA,N_D,0.05063,0.03223,-0.01076,-0.02139,0.004712,0.06949,-0.05074,-0.05468
N_a_DA,N_a_D,-0.009101,0.01533,0.08528,0.1331,0.04047,-0.005529,0.0638,0.01596
N_a_DA,N_ba_D,0.2446,0.1729,0.09877,0.05657,0.04645,-0.003793,-0.03731,-0.01603
N_a_DA,Np_D,0.003991,0.01075,0.03427,0.04082,0.1507,0.4062,0.4329,0.2777
N_a_DA,N_SP2_D,0.02621,-0.009331,0.02092,0.003653,0.02813,0.03028,-0.001779,-0.05072
N_a_DA,N_AMID_D,0.1258,0.009625,-0.1056,-0.1182,-0.1112,-0.1109,-0.2312,-0.311
N_a_DA,Np_RES_D,0.1997,0.07361,0.04077,-0.05088,-0.05426,0.03752,0.046,-0.01367
N_a_DA,N_DA,-0.02856,-0.04482,0.02013,0.01002,-0.003438,-0.0006485,0.02912,-0.06142
N_a_DA,N_a_DA,0.02914,-0.09065,-0.0725,-0.07626,-0.0848,0.02596,0.02136,-0.05358
N_a_DA,O_DA,0.003956,-0.01146,0.0141,-0.07446,-0.0508,-0.05852,-0.1498,-0.2145
N_a_DA,O_ba_DA,0.04395,-0.006312,-0.06706,-0.1402,-0.1818,-0.05187,0.1212,0.1011
N_a_DA,Met_DA,-0.166,-0.199,-0.1974,-0.1428,-0.1613,-0.2446,-0.112,-0.05421
N_a_DA,N_A,-0.01769,0.01604,0.04191,-0.02033,0.03446,0.01224,0.05062,-0.02522
N_a_DA,N_a_A,0.03325,0.09975,0.04798,0.1093,0.03033,0.01598,0.03431,0.007089
N_a_DA,O_A,0.02248,0.07805,0.0005072,-0.08256,-0.02814,0.002719,-1.204e-05,-0.02147
N_a_DA,O_a_A,-0.02915,-0.01834,0.03822,-0.01852,-0.04281,-0.01814,0.02849,-0.01079
N_a_DA,On_A,-0.04484,-0.04052,0.09299,0.1472,0.1917,0.1707,-0.06686,-0.1744
N_a_DA,O_SP2_A,0.05605,0.09363,0.1179,0.08366,0.07722,0.09918,-0.06649,-0.03114
N_a_DA,O_AMID,0.1833,0.08523,0.08576,0.09343,0.2248,0.1477,-0.06961,-0.1599
N_a_DA,O_CAR,-0.01164,-0.066,-0.08971,-0.0009815,0.09171,0.01791,-0.1074,-0.1973
N_a_DA,O_ALD,0.1185,0.2377,0.2827,0.3838,0.4454,0.3064,0.2171,0.1883
N_a_DA,N,-0.1248,-0.07592,-0.07229,0.04137,0.04044,0.0006784,0.07795,0.235
N_a_DA,Np,0.06768,-0.04517,-0.04816,-0.01728,0.04937,-0.001098,0.08914,0.03081
N_a_DA,N_SP,-0.03869,0.01446,-0.01635,-0.03581,0.03195,-0.02721,-0.01097,-0.03464
N_a_DA,O,-0.006884,0.0005718,-0.02636,0.0225,-0.004864,-0.01963,0.02136,0.01067
N_a_DA,On,-0.002825,-0.003239,0.02429,0.001294,0.006271,-0.01345,0.006501,0.001185
N_a_DA,S,0.2066,0.1901,0.1762,0.003199,-0.05211,-0.007526,0.02921,-0.0598
N_a_DA,S_a,0.02373,-0.01764,0.003566,0.02948,0.02237,0.0184,-0.04747,0.003331
N_a_DA,S_H,0.0762,0.1081,0.01369,-0.01991,-0.2043,-0.1485,-0.02099,-0.003456
N_a_DA,P,-0.005613,0.078,0.06987,0.1309,0.02692,-0.1384,-0.1431,-0.1003
N_a_DA,U,0.02869,0.06825,0.01248,-0.07739,-0.08647,-0.07228,-0.03723,-0.0377
O_DA,H,0.00532,0.003247,0.0341,0.08474,0.06911,-0.0316,-0.07675,-0.04286
O_DA,H_N,-0.06572,-0.03398,-0.02121,-0.05708,0.0299,0.07613,0.01764,-0.04238
O_DA,H_O,-0.04036,0.06226,0.06423,-0.03332,-0.0722,-0.08149,-0.1335,-0.1432
O_DA,H_S,0.04266,0.02841,-0.03565,-0.07399,-0.02191,-0.01727,-0.0564,-0.1181
O_DA,H_ba,0.02347,-0.05252,-0.06094,0.02035,0.05204,0.004601,-0.03367,-0.01362
O_DA,C,0.04327,0.06423,-0.05122,-0.07655,0.0127,0.06643,0.05068,-0.03486
O_DA,C_a,0.04893,0.06142,0.01529,0.008234,0.01311,0.02191,-0.02554,-0.1125
O_DA,C_SP2,0.1102,0.0351,-0.07452,-0.05016,0.08796,0.1015,0.02783,-0.1097
O_DA,C_SP,-0.02266,-0.01155,0.0114,-0.004518,-0.006426,0.00351,0.01475,-0.01955
O_DA,F,0.009087,-0.03711,-0.04543,-0.02386,0.07939,0.05869,-0.03216,-0.1099
O_DA,F_ba,-0.008115,-0.007131,-0.01104,-0.002724,0.008763,-0.003008,-0.01956,-0.01865
O_DA,Cl,-0.04979,-0.02347,-0.007021,0.07128,0.1858,0.2063,0.1089,0.04484
O_DA,Cl_ba,0.02814,0.01247,0.02342,0.01579,0.02689,0.005311,0.009526,0.01483
O_DA,Br,-0.006431,-0.007587,0.002386,0.03092,0.005964,0.01229,-0.002844,0.06154
O_DA,Br_ba,-0.005753,-0.01038,0.01708,0.02298,-0.01282,0.005944,-0.02872,-0.00405
O_DA,I,0.00721,-0.01911,0.005691,-0.01814,0.0267,0.03888,0.04877,0.05053
O_DA,I_ba,-0.01543,-0.02481,-0.01209,0.01442,-0.005972,0.001507,-0.01143,0.001033
O_DA,N_D,0.04435,0.04328,0.02893,0.05301,0.09299,0.005911,0.02726,0.02395
O_DA,N_a_D,0.1319,0.103,0.04021,-0.008677,-0.0821,-0.1415,-0.05678,0.09944
O_DA,N_ba_D,0.1701,0.1091,0.05537,0.02251,0.0005309,-0.009561,0.03606,0.05664
O_DA,Np_D,0.1193,0.09327,-0.02293,-0.1227,-0.01446,0.2811,0.4214,0.2062
O_DA,N_SP2_D,-0.007697,0.003389,0.0362,0.01906,0.06193,0.0532,0.04838,0.00741
O_DA,N_AMID_D,0.1458,0.0173,-0.07582,-0.07012,0.003635,-0.06569,-0.1871,-0.1617
O_DA,Np_RES_D,0.1615,0.09602,0.0486,-0.07568,-0.04071,-0.03662,-0.04117,0.06574
O_DA,N_DA,0.0203,0.03284,0.02664,0.02079,0.02056,0.01391,-0.0162,0.01511
O_DA,N_a_DA,-0.02087,-0.04811,-0.07601,-0.05527,-0.07655,-0.1086,-0.1143,-0.08967
O_DA,O_DA,-0.003328,-0.01594,0.04707,0.04235,-0.02251,-0.06915,-0.08448,-0.07685
O_DA,O_ba_DA,-0.05779,-0.03064,0.01867,0.06261,0.01152,-0.01441,-0.1191,-0.2075
O_DA,Met_DA,-0.05797,-0.07527,-0.04208,0.1462,0.2114,0.02208,-0.008086,0.1153
O_DA,N_A,-0.006102,0.03683,0.02229,0.03238,0.03489,-0.003157,0.01738,0.005428
O_DA,N_a_A,0.001347,-0.003432,0.006915,0.02756,0.05881,0.0681,0.02609,-0.003902
O_DA,O_A,0.1422,0.09421,0.1029,0.01589,-0.02566,-0.007413,0.01114,-0.0391
O_DA,O_a_A,0.004027,-0.002372,-0.0201,0.01209,0.009116,0.008441,0.02477,0.03105
O_DA,On_A,-0.08522,-0.03758,-0.07931,-0.04926,-0.1278,-0.06729,-0.05869,-0.1282
O_DA,O_SP2_A,0.1541,0.1713,0.1949,0.1641,0.1134,0.009981,0.01291,0.07718
O_DA,O_AMID,0.0209,0.02215,0.02703,0.04841,-0.02383,-0.1748,-0.2709,-0.3199
O_DA,O_CAR,0.06962,-0.0149,-0.04084,-0.03952,-0.06327,-0.04344,0.005515,0.0008263
O_DA,O_ALD,0.186,0.2507,0.4295,0.6572,0.8166,0.7153,0.4553,0.2359
O_DA,N,0.02786,-0.01308,-0.05616,-0.09599,-0.05917,-0.02582,-0.08687,-0.1041
O_DA,Np,-0.0002686,0.03607,0.03339,-0.00389,-0.01156,0.01985,0.04746,0.0334
O_DA,N_SP,0.01131,0.007759,0.03191,-0.02649,0.01336,-0.00662,-0.0009593,-0.02507
O_DA,O,-0.003027,-0.00979,-0.01811,0.008409,0.01295,-0.02032,0.004421,0.01489
O_DA,On,-0.004234,0.01473,-1.124e-06,-0.01958,0.003168,-0.003627,-0.0006548,-0.02202
O_DA,S,-0.006807,-0.01677,-0.06154,-0.1319,-0.1829,-0.08345,0.04148,0.08851
O_DA,S_a,-0.0147,-0.02986,-0.01233,-0.01025,0.0153,0.01148,0.003434,0.006186
O_DA,S_H,0.03721,0.04091,0.01416,-0.08585,-0.1055,-0.02293,-0.02395,-0.1081
O_DA,P,-0.02776,-0.02461,-0.02616,-0.02018,-0.007303,-0.006239,-0.03676,-0.04446
O_DA,U,-0.03392,-0.0226,-0.04858,-0.04551,0.0973,0.07398,-0.06078,-0.1357
O_ba_DA,H,0.07708,-0.005368,-0.08856,-0.001159,0.01436,-0.06181,-0.1103,-0.1778
O_ba_DA,H_N,-0.109,-0.03294,-0.0158,-0.08158,-0.1352,-0.02919,0.05691,-0.04008
O_ba_DA,H_O,-0.048,0.01181,0.02115,0.05273,0.0757,0.009626,-0.06304,-0.06644
O_ba_DA,H_S,0.07643,0.06766,0.07719,0.03594,0.02588,-0.03599,-0.08447,-0.04966
O_ba_DA,H_ba,0.04464,-0.0293,-0.0001228,0.009969,-0.01242,-0.07134,-0.06951,-0.1086
O_ba_DA,C,0.1258,0.05647,0.02366,-0.04616,-0.03658,0.0397,0.03048,-0.04149
O_ba_DA,C_a,0.1048,0.08704,0.08314,0.06419,-0.02468,-0.009503,-0.003423,0.00604
O_ba_DA,C_SP2,0.08809,0.1005,-0.008554,-0.05205,-0.002777,0.01237,-0.04545,-0.07228
O_ba_DA,C_SP,-0.0182,0.01404,-0.02122,0.03295,-0.01742,-0.02361,0.005134,-0.02418
O_ba_DA,F,-0.005777,0.009441,-0.004995,0.01417,0.02779,0.01949,0.007034,-0.02577
O_ba_DA,F_ba,-0.03194,0.0237,0.01469,-0.04549,-0.005783,0.02694,0.007007,-0.01133
O_ba_DA,Cl,0.05656,0.05923,0.04192,0.03458,0.03781,0.04725,-0.025,-0.008009
O_ba_DA,Cl_ba,-0.006365,0.000731,-0.008188,0.02437,0.006265,0.01899,-0.009468,0.02324
O_ba_DA,Br,0.02744,0.03556,0.02663,-0.008844,0.007424,0.005322,0.02541,0.09008
O_ba_DA,Br_ba,-0.01687,0.005892,-0.02223,-0.03236,-0.0386,-0.008091,-0.01224,0.004528
O_ba_DA,I,-0.005965,0.04831,0.001877,0.05784,0.006736,-0.03339,-0.08019,-0.05453
O_ba_DA,I_ba,-0.02222,-0.03035,-0.001119,-0.04056,-0.0442,0.0154,-0.001597,0.04452
O_ba_DA,N_D,0.05727,0.03599,0.01538,0.01512,0.05199,0.01575,0.03448,0.02595
O_ba_DA,N_a_D,0.02399,-0.001134,0.04148,0.03111,0.03276,0.04393,0.01779,0.06559
O_ba_DA,N_ba_D,0.1465,0.1821,0.1814,0.105,-0.05962,-0.1215,0.08783,0.1937
O_ba_DA,Np_D,0.05459,-0.03263,-0.1039,-0.2234,-0.0663,0.3163,0.535,0.3946
O_ba_DA,N_SP2_D,0.0163,-0.005169,-0.02347,0.06859,0.04953,0.03828,0.02728,-0.01246
O_ba_DA,N_AMID_D,0.08004,0.03634,-0.02159,-0.02009,-0.1545,-0.1224,-0.205,-0.2025
O_ba_DA,Np_RES_D,0.2096,0.08683,0.05785,0.0849,0.01918,-0.005158,-0.1298,-0.122
O_ba_DA,N_DA,-0.03961,-0.02321,-0.004628,0.01202,0.0004822,-0.005496,0.009904,-0.02322
O_ba_DA,N_a_DA,0.04611,-0.03954,0.02948,0.02359,-0.01375,-0.05415,-0.02129,-0.0205
O_ba_DA,O_DA,-0.04481,0.00745,0.0725,0.1074,0.03612,-0.03678,-0.04636,0.0009592
O_ba_DA,O_ba_DA,-0.1657,-0.1536,-0.1978,-0.01344,0.145,0.1423,-0.008544,-0.05903
O_ba_DA,Met_DA,-0.104,-0.1086,-0.1777,-0.2009,-0.03169,-0.003835,0.1514,0.2415
O_ba_DA,N_A,-0.01866,-0.0046,0.004799,-0.00521,0.04491,0.02808,0.009304,-0.01767
O_ba_DA,N_a_A,0.09795,0.0438,0.0382,-0.003494,-0.02706,-0.06151,-0.02924,-0.02057
O_ba_DA,O_A,0.1858,0.1262,0.03513,-0.01747,-0.07211,-0.1257,-0.03261,-0.03887
O_ba_DA,O_a_A,-0.006403,-0.01192,-0.02398,0.005436,-0.01738,0.0245,0.006786,-0.02778
O_ba_DA,On_A,-0.1248,-0.09538,-0.1176,-0.04726,-0.03285,-0.1032,-0.1738,-0.1887
O_ba_DA,O_SP2_A,0.0807,0.1185,0.08618,-0.009377,-0.08725,-0.1618,-0.1159,0.02479
O_ba_DA,O_AMID,0.08172,0.08315,0.05468,0.04152,-0.05431,-0.07243,-0.1678,-0.2532
O_ba_DA,O_CAR,0.0453,0.02638,0.02383,0.000409,-0.0237,-0.01306,0.03421,-0.02316
O_ba_DA,O_ALD,0.1366,0.2111,0.3403,0.6284,0.7504,0.7025,0.4086,0.2285
O_ba_DA,N,0.05083,-0.01901,-0.05859,-0.01966,-0.02563,0.04213,-0.00923,-0.02833
O_ba_DA,Np,0.009419,0.03765,0.006354,0.005385,0.02061,0.05322,0.06033,0.05096
O_ba_DA,N_SP,0.01918,-0.02499,0.02632,0.009225,0.03371,0.01219,0.0152,0.006138
O_ba_DA,O,0.01297,0.01838,-0.01981,0.01029,-0.0002996,-0.02617,0.03756,0.003761
O_ba_DA,On,-0.008237,0.004569,-0.01699,-0.05159,-0.01838,0.02403,-0.01608,-0.016
O_ba_DA,S,0.1069,0.127,0.1499,0.13,-0.04834,-0.09554,-0.02207,0.04541
O_ba_DA,S_a,-0.01798,0.01053,-0.02462,0.01332,-0.02477,0.004189,-0.004468,0.02225
O_ba_DA,S_H,0.09751,0.1274,0.09969,0.04301,-0.009492,-0.1129,-0.08358,-0.0002371
O_ba_DA,P,0.08068,0.09933,0.1559,0.1348,0.1005,-0.01001,-0.0836,0.01374
O_ba_DA,U,0.07227,0.05826,0.007665,0.02521,0.04645,0.005301,-0.0006556,-0.001179
Met_DA,H,0.008044,0.009303,0.001717,-0.005397,-0.001049,0.002841,-0.01106,-0.01507
Met_DA,H_N,-0.0004512,-0.006243,-0.006963,0.009738,0.001523,-0.002237,-0.006921,-0.01958
Met_DA,H_O,0.004696,-0.003212,-0.000791,0.005216,-0.003708,-0.005335,-0.005504,-0.01135
Met_DA,H_S,0.001059,0.006081,0.0001271,-0.00468,0.01156,0.01922,-0.01575,-0.02483
Met_DA,H_ba,0.0007091,-0.01264,-0.002705,0.005499,-0.005439,-0.003226,0.002247,-0.007888
Met_DA,C,-0.003074,0.006456,0.00384,-0.001295,0.003177,0.007249,0.005219,-0.009347
Met_DA,C_a,0.0051,0.0109,0.004812,0.002115,-0.006533,0.003722,-0.001741,-0.01716
Met_DA,C_SP2,0.008739,0.002254,-0.005172,0.003126,0.01315,0.02916,0.006504,-0.01341
Met_DA,C_SP,-0.009615,-0.003192,-0.002673,-0.003824,0.009282,0.01285,0.00323,-0.01414
Met_DA,F,0.001842,-0.01215,0.007831,0.000139,0.0007201,-7.251e-05,-0.01764,-0.002996
Met_DA,F_ba,0.002826,-0.005848,-0.009752,0.0006457,0.006493,-0.009577,0.003554,-0.01427
Met_DA,Cl,-0.002538,0.0004759,-0.01923,0.004637,0.005166,0.002087,-0.008684,0.001258
Met_DA,Cl_ba,0.00405,0.0001209,-0.008132,-0.0001214,0.006096,-0.01313,-0.002574,-0.0006621
Met_DA,Br,0.005011,-0.008091,0.009215,0.001164,0.006587,-0.01234,-0.002271,-0.00459
Met_DA,Br_ba,-0.002223,0.000308,0.002607,0.003103,-0.005581,-0.007227,-0.009332,0.01096
Met_DA,I,-0.004098,-0.005389,-0.002524,0.0089,0.0112,-0.01441,0.007315,-0.00129
Met_DA,I_ba,0.00409,0.003565,-0.00499,0.004918,-0.001973,0.002315,0.002547,-0.007732
Met_DA,N_D,0.01055,-0.002931,0.003498,-0.001062,0.006733,0.001524,0.01207,0.002161
Met_DA,N_a_D,0.0009985,0.002554,-0.02135,-0.005497,0.003512,0.01376,-0.01907,-0.01162
Met_DA,N_ba_D,0.01864,0.0202,0.007082,0.003241,-0.007618,-0.01832,-0.007116,0.003488
Met_DA,Np_D,0.01073,0.007234,-0.01093,-0.005068,0.009,0.03175,0.05935,0.03482
Met_DA,N_SP2_D,0.004437,-0.01188,0.004032,0.01226,-0.0151,0.008303,0.0001053,0.01065
Met_DA,N_AMID_D,0.01113,0.01357,0.003794,-0.01842,-0.002505,-0.01143,-0.02314,-0.02993
Met_DA,Np_RES_D,0.02011,0.003566,0.003125,-0.00777,0.005413,-0.00173,-0.0144,-0.01496
Met_DA,N_DA,-0.002628,-0.01325,-0.001343,-0.01213,-0.006104,-0.004451,-0.005785,-0.006642
Met_DA,N_a_DA,0.008339,-0.007283,-0.002479,-0.001062,-1.311e-05,8.718e-05,-0.01892,-0.01704
Met_DA,O_DA,0.004074,0.007433,0.0003094,-0.003763,0.01235,-0.0005542,-0.008746,-0.009543
Met_DA,O_ba_DA,0.006013,-0.008138,0.002725,0.006166,0.007895,-0.006954,-0.001637,-0.002419
Met_DA,Met_DA,0.002246,-0.01306,-0.01442,-0.02266,-0.034,-0.005124,0.02031,0.01949
Met_DA,N_A,0.00651,0.002849,-0.002065,0.004378,-0.005023,0.007666,-0.009868,0.01501
Met_DA,N_a_A,-0.007419,0.005262,0.003059,0.007386,-0.006248,0.00875,-0.003511,0.003867
Met_DA,O_A,0.01631,0.017,0.007456,-0.003302,-0.004242,-0.009605,-0.00301,-0.004786
Met_DA,O_a_A,-0.0003074,-0.0003108,-0.005063,-0.005944,0.0008985,-0.001708,-0.001462,-0.007166
Met_DA,On_A,0.005298,-0.001818,0.005027,0.002657,0.006632,0.003111,-0.01575,-0.03285
Met_DA,O_SP2_A,0.01181,0.01602,0.01701,0.01776,0.01658,-0.009016,-0.01006,4.822e-05
Met_DA,O_AMID,0.005888,-0.004758,0.008486,0.01327,0.01,-0.02037,-0.01421,-0.02432
Met_DA,O_CAR,0.006859,-0.007227,-0.002066,-0.01619,-0.01446,-0.004667,-0.01329,-0.01884
Met_DA,O_ALD,0.02171,0.04326,0.05999,0.09152,0.1109,0.09098,0.04568,0.02843
Met_DA,N,0.002155,-0.006831,0.002715,0.001088,0.001907,-0.0138,-0.01156,0.003557
Met_DA,Np,0.002772,0.007278,0.008337,0.001518,0.006795,0.01377,0.01645,0.00997
Met_DA,N_SP,0.004569,0.0008232,-0.01203,-1.721e-06,0.001417,-0.00677,-0.01188,-0.006907
Met_DA,O,-0.01157,-0.006802,0.002857,-0.002398,-0.001992,0.005502,-0.001432,-0.004035
Met_DA,On,-0.002571,-0.006536,0.003118,0.002924,-0.007459,0.004019,0.003393,-0.001916
Met_DA,S,0.01208,-0.005084,-0.006087,-0.002954,0.01171,0.008476,-0.01081,-0.009295
Met_DA,S_a,-0.007188,-0.01071,-0.00939,0.004437,-0.005559,0.005921,-0.01109,0.0006336
Met_DA,S_H,0.01253,0.01119,-0.01042,0.000193,0.003335,0.0007831,-0.01624,-0.00667
Met_DA,P,0.01095,0.01056,0.02877,0.01956,0.01148,0.02152,0.0006799,0.0003664
Met_DA,U,0.006568,0.006546,-0.002709,-0.002446,0.0003722,0.003691,0.002332,-0.007151
N_A,H,0.02954,-0.03249,-0.04693,-0.05646,-0.01159,-0.04901,-0.0958,-0.06376
N_A,H_N,-0.06025,-0.06573,0.08262,0.07282,0.06788,-0.0005255,0.05114,0.1079
N_A,H_O,-0.03116,-0.00347,0.04893,0.008475,-0.02062,-0.07154,-0.1816,-0.158
N_A,H_S,-0.01434,0.03072,0.1046,0.04331,0.07875,-0.003742,-0.07909,-0.0894
N_A,H_ba,0.06855,0.003121,-0.009074,-0.01807,-0.04177,-0.1023,-0.02547,-0.01172
N_A,C,-0.004315,0.04248,-0.0407,-0.07327,-0.09213,-0.04523,0.0253,0.02222
N_A,C_a,-0.005247,-0.04409,-0.05867,-0.08838,-0.09916,-0.06339,-0.03332,0.03243
N_A,C_SP2,0.00454,-0.07518,-0.1701,-0.1373,-0.006379,0.1292,0.02655,-0.0443
N_A,C_SP,0.01264,-0.03445,0.006633,3.955e-06,0.009493,0.0297,0.01306,-0.04782
N_A,F,-0.01313,0.0187,-0.05851,-0.02611,0.02849,0.05028,-0.02028,-0.02046
