lig,rec,g1,g2,g3,g4,g5,g6,g7,g8
N_A,F_ba,0.005017,0.007188,-0.01746,0.05056,0.008942,0.02581,-0.02957,-0.03622
N_A,Cl,0.01002,0.0588,0.05931,-0.003503,0.005817,0.04245,0.04273,0.03241
N_A,Cl_ba,-0.02917,0.003617,-0.03294,0.04106,-0.002162,-0.02019,-0.01883,-0.02317
N_A,Br,-0.005714,0.0276,0.006796,0.03226,0.0335,0.01626,0.05476,0.07825
N_A,Br_ba,0.01158,-0.01247,-0.01276,-0.04555,-0.01134,0.01855,-0.008129,-0.005809
N_A,I,0.0121,0.006828,0.03883,0.05446,0.03406,-0.03662,-0.02558,0.03714
N_A,I_ba,-0.01776,0.03961,-0.01554,-0.004523,-0.01819,-0.009827,0.01625,-0.02391
N_A,N_D,-0.002237,-0.007787,-0.02353,0.0506,0.05036,0.06206,-0.005307,0.08797
N_A,N_a_D,0.09647,0.1002,0.1277,0.07308,0.09793,0.06248,0.0531,0.07859
N_A,N_ba_D,0.07329,0.04056,-0.009157,-0.0719,-0.1066,-0.07488,0.009666,0.06672
N_A,Np_D,0.2054,0.22,0.1441,0.02281,0.04746,0.2692,0.4647,0.3629
N_A,N_SP2_D,-0.03741,0.01076,0.01437,0.03002,0.01502,0.02596,0.008448,0.0439
N_A,N_AMID_D,0.0366,-0.05388,-0.1417,-0.1411,-0.08576,-0.08273,-0.1101,-0.1088
N_A,Np_RES_D,0.05497,0.07646,0.07245,0.0424,0.006211,-0.0272,-0.0989,-0.00533
N_A,N_DA,0.005698,-0.01547,0.02965,-0.008716,-0.007793,-0.01596,0.02378,-0.02282
N_A,N_a_DA,-0.01056,0.006112,-0.0187,-0.04056,-0.01943,-0.1457,-0.2202,-0.09436
N_A,O_DA,-0.01737,-0.02185,0.001028,-0.05555,-0.03574,-0.0479,-0.006046,0.008141
N_A,O_ba_DA,0.08337,0.1161,0.1515,0.1811,0.08863,-0.04709,-0.1566,-0.1487
N_A,Met_DA,0.003689,0.005775,0.01416,0.0971,0.1584,0.1086,0.1649,0.2055
N_A,N_A,-0.0195,0.008324,0.008574,0.0176,0.03706,-0.006495,0.01692,0.001931
N_A,N_a_A,-0.09816,-0.02982,-0.05646,-0.05547,-0.08724,-0.1197,-0.02201,0.002353
N_A,O_A,-0.002951,-0.05144,-0.06314,-0.09811,-0.07077,-0.08231,-0.01616,-0.05296
N_A,O_a_A,0.0303,-0.01423,0.004172,-0.01274,0.01986,-0.0229,-0.02523,0.03431
N_A,On_A,-0.04482,-0.1038,-0.1607,-0.1681,-0.0351,0.03612,0.05249,0.0502
N_A,O_SP2_A,0.07073,0.06069,0.03942,0.1146,0.06097,0.01056,0.0363,0.05002
N_A,O_AMID,-0.01524,-0.04273,-0.0907,-0.02272,-0.00747,-0.04234,-0.08582,-0.09085
N_A,O_CAR,-0.06091,-0.06585,-0.08954,-0.09176,-0.08336,-0.08815,-0.03345,-0.01975
N_A,O_ALD,0.1118,0.1842,0.2838,0.4765,0.5838,0.5396,0.3678,0.2533
N_A,N,0.05028,0.1386,0.1357,0.1105,0.1184,0.06696,0.01318,0.005705
N_A,Np,-0.06022,0.02386,-0.001922,0.003881,0.04731,0.08437,0.07292,0.0226
N_A,N_SP,0.03685,0.01444,0.003276,-0.01153,0.01314,0.02704,-0.02091,-0.01589
N_A,O,0.006314,0.004574,0.01593,0.01245,-0.008627,-0.001701,0.01245,0.01742
N_A,On,0.01284,-0.005492,0.002398,-0.02009,-0.01408,-0.001878,0.009523,-0.02509
N_A,S,0.09044,0.09816,0.05625,0.07886,0.03554,-0.04551,-0.05536,-0.06516
N_A,S_a,-0.00648,-0.002125,0.002113,0.04698,0.001606,-0.02621,0.01338,-0.02462
N_A,S_H,-0.09269,-0.005152,-0.006297,0.09552,0.04715,-0.05117,-0.1496,-0.1771
N_A,P,-0.02384,0.02731,-0.01465,-0.04041,-0.02706,-0.02512,-0.03845,-0.05565
N_A,U,0.005433,0.02318,0.01866,0.02362,0.03001,0.04291,0.01309,-0.008625
N_a_A,H,0.06476,-0.04272,-0.03416,0.05776,0.08829,-0.07732,-0.1401,0.04428
N_a_A,H_N,-0.1505,-0.02981,0.07269,0.09991,0.03619,0.1269,0.1905,0.0917
N_a_A,H_O,-0.05389,0.03366,0.07533,0.0004617,-0.01423,-0.03562,-0.03598,-0.02782
N_a_A,H_S,0.08421,0.01675,-0.1093,-0.1758,-0.1695,-0.06692,0.01031,-0.02769
N_a_A,H_ba,0.06795,0.02272,0.0394,-0.02189,-0.08819,-0.07954,-0.06057,0.01677
N_a_A,C,0.07064,0.01846,-0.1046,-0.1499,-0.1169,-0.1014,0.06312,0.1232
N_a_A,C_a,0.1766,0.07939,-0.005465,-0.1481,-0.1167,-0.06437,0.07887,0.08018
N_a_A,C_SP2,0.01327,0.01171,-0.05561,-0.06759,0.01009,-0.06373,-0.0977,0.004071
N_a_A,C_SP,0.01755,-0.003128,-0.02726,0.0001117,0.02924,-0.01247,-0.03352,-0.03355
N_a_A,F,0.008228,-0.00405,-0.04271,-0.02031,-0.0105,0.01242,0.1127,0.1193
N_a_A,F_ba,0.01989,-0.02737,-0.0287,-0.03305,-0.0175,-0.009408,-0.01577,0.006675
N_a_A,Cl,-0.01091,0.04946,0.07127,0.1178,0.1139,0.04854,0.03238,0.004889
N_a_A,Cl_ba,-0.03028,-0.02387,0.0176,-0.02999,-0.02009,0.04324,0.006386,-0.02469
N_a_A,Br,0.04146,0.1222,0.08725,0.09438,0.01405,-0.1496,-0.07351,0.0936
N_a_A,Br_ba,-0.04111,-0.0412,0.01774,0.006497,-0.009952,0.001054,-0.009078,0.01845
N_a_A,I,0.08733,0.1317,0.08213,0.05933,0.05812,0.09016,0.06601,0.09214
N_a_A,I_ba,-0.00662,-0.04358,0.0006953,0.004291,-0.04186,-0.01819,0.01212,0.005831
N_a_A,N_D,0.02642,0.0215,0.03997,-0.04716,0.02157,-0.01848,0.05435,0.0514
N_a_A,N_a_D,0.0425,0.0173,0.03357,-0.007962,0.0127,0.1729,0.2515,0.2388
N_a_A,N_ba_D,0.02707,0.04067,-0.09014,-0.1867,-0.159,-0.03743,0.0798,0.1087
N_a_A,Np_D,0.2602,0.1857,0.0745,-0.06591,0.03879,0.1716,0.3925,0.3545
N_a_A,N_SP2_D,0.03148,-0.02658,0.01304,0.02764,0.0263,0.02692,0.0313,0.01569
N_a_A,N_AMID_D,0.1989,0.02555,-0.04027,-0.02379,-0.05895,-0.07712,-0.0891,-0.1778
N_a_A,Np_RES_D,0.2165,0.0303,-0.04076,-0.08452,0.006118,-0.05147,-0.3013,-0.2607
N_a_A,N_DA,0.005169,0.02057,-0.001202,0.04302,-0.008072,-0.02702,-0.0404,-0.02874
N_a_A,N_a_DA,0.221,0.1811,0.05451,0.063,0.02373,0.1401,-0.01983,-0.1871
N_a_A,O_DA,-0.0376,0.004595,0.06006,0.09006,0.06258,0.08748,0.05725,0.05274
N_a_A,O_ba_DA,-0.06104,-0.05145,0.03414,0.1209,0.03848,-0.1121,-0.1489,-0.1654
N_a_A,Met_DA,-0.3016,-0.3018,-0.216,0.1418,0.3411,0.5918,0.8348,0.7093
N_a_A,N_A,-0.003728,-0.03187,-0.01298,0.04045,0.008423,0.007423,0.04411,-0.03251
N_a_A,N_a_A,-0.1269,-0.1468,-0.09808,-0.1423,-0.03705,0.05907,0.1276,0.09972
N_a_A,O_A,0.001305,0.01603,0.04308,0.03921,0.02981,0.0467,0.07004,0.2016
N_a_A,O_a_A,-0.02789,-0.004146,-0.04762,-0.003703,-0.01228,-0.01606,0.01221,-0.01321
N_a_A,On_A,-0.2059,-0.2278,-0.1747,-0.005465,0.07366,0.009558,-0.1224,-0.09637
N_a_A,O_SP2_A,0.01899,0.1004,0.05629,0.0376,0.1262,0.1446,0.1343,0.1361
N_a_A,O_AMID,0.156,0.1502,-0.01538,-0.06892,0.002798,-0.02873,-0.2894,-0.2322
N_a_A,O_CAR,-0.05044,-0.1266,-0.09153,-0.09974,-0.1723,-0.3245,-0.1118,0.1403
N_a_A,O_ALD,0.2093,0.2614,0.3605,0.5861,0.7955,0.5879,0.2302,0.02325
N_a_A,N,-0.08782,0.04659,0.1118,0.1399,0.07747,-0.1299,-0.1483,-0.1115
N_a_A,Np,-0.03124,0.002796,0.02297,0.01834,0.06606,0.1212,0.06656,0.03018
N_a_A,N_SP,-0.01733,-0.00327,0.02073,-0.00976,0.005397,-0.02417,-0.0364,0.004864
N_a_A,O,-0.04333,-0.005219,-0.01033,-0.03065,0.01945,0.005863,-0.02137,0.005335
N_a_A,On,0.001282,-0.01593,0.03074,-0.02887,-0.008422,-0.01507,-0.005755,0.01324
N_a_A,S,0.155,0.1338,-0.01133,-0.1777,-0.1568,-0.02642,0.2302,0.2346
N_a_A,S_a,0.002439,0.03179,0.00783,-0.03337,-0.003006,0.02506,0.00498,-0.01221
N_a_A,S_H,0.0639,0.05487,-0.04989,-0.2226,-0.2801,-0.01641,0.02257,-0.026
N_a_A,P,0.01617,-0.03551,-0.06251,-0.1482,-0.166,-0.07905,0.08309,0.2814
N_a_A,U,0.01209,0.04094,0.01221,-0.0169,0.04967,0.001153,-0.02526,-0.005781
O_A,H,0.006257,0.01182,-0.0367,-0.01563,-0.005821,0.0758,0.002038,-0.02181
O_A,H_N,-0.039,-0.01399,-0.03838,0.01673,-0.009561,0.03554,0.05083,-0.09988
O_A,H_O,-0.01583,0.01279,0.01034,-0.02701,-0.008155,0.006898,-0.138,-0.1149
O_A,H_S,0.1055,0.01807,-0.03428,-0.07615,-0.1681,-0.155,0.05922,0.1095
O_A,H_ba,-0.06582,-0.06049,-0.04956,-0.008174,0.01531,0.01402,-0.02187,-0.06972
O_A,C,0.07471,0.01188,-0.09548,-0.1281,-0.03377,0.004811,-0.005224,0.00897
O_A,C_a,0.1884,0.1266,0.1,-0.009856,-0.01877,-0.05715,0.01475,0.02321
O_A,C_SP2,-0.04149,-0.07946,-0.07901,-0.01071,0.09967,0.06969,0.0677,0.002482
O_A,C_SP,0.01781,-0.02737,0.017,0.005455,-0.001968,0.01006,-0.01092,0.02198
O_A,F,0.05278,0.02553,0.08414,0.057,-0.05942,-0.07554,-0.00649,0.07654
O_A,F_ba,-0.04858,0.001238,0.007008,-0.054,-0.03585,0.0006605,-0.001293,0.0343
O_A,Cl,-0.006146,0.03144,0.01109,-0.0495,0.01137,0.05504,0.06011,-0.0261
O_A,Cl_ba,-0.02562,0.01794,-0.01791,0.03631,0.02366,0.04957,0.02931,0.04547
O_A,Br,0.03691,-0.007475,0.0198,0.01102,0.05057,0.04872,0.1085,0.1213
O_A,Br_ba,0.02919,-0.0006119,-0.01283,0.005833,-0.007371,-0.05724,0.04754,0.01274
O_A,I,-0.006603,-0.004052,-0.001549,-0.0002579,-0.001494,0.008069,0.04301,0.01878
O_A,I_ba,0.005812,0.009426,-0.006333,0.02232,0.002745,0.02876,0.01145,0.03561
O_A,N_D,0.03742,0.1037,0.1244,0.0544,0.1079,-0.01563,-0.1634,-0.08142
O_A,N_a_D,0.195,0.1278,0.1334,0.0718,0.04035,-0.08106,-0.1432,-0.09866
O_A,N_ba_D,0.03873,0.08572,0.06612,0.03758,-0.06535,-0.02728,0.09039,0.1015
O_A,Np_D,0.1015,0.04792,-0.1017,-0.2014,-0.04845,0.2313,0.3872,0.3407
O_A,N_SP2_D,0.01994,0.009289,-0.03065,-0.04065,0.02156,0.03912,0.001591,-0.04487
O_A,N_AMID_D,0.1678,0.146,0.07715,-0.03634,-0.03599,-0.1375,-0.1355,0.002615
O_A,Np_RES_D,0.1462,0.09383,0.02633,-0.06459,-0.02528,-0.06445,-0.1184,-0.05093
O_A,N_DA,0.003932,0.009198,0.01551,0.04366,0.0327,0.0556,0.01426,-0.06901
O_A,N_a_DA,0.008349,-0.02703,-0.05429,-0.04275,0.03372,0.05758,0.1566,0.2394
O_A,O_DA,0.1838,0.1327,0.01099,-0.02984,0.09202,0.166,0.008662,-0.117
O_A,O_ba_DA,0.02229,0.005451,-0.1275,-0.2559,-0.2664,-0.1703,0.01282,0.04401
O_A,Met_DA,0.0008952,-0.05972,-0.1308,-0.2347,0.1151,0.2641,-0.02111,0.1253
O_A,N_A,0.001244,0.02596,-0.009284,0.009611,0.06522,-0.03258,-0.009919,-0.02634
O_A,N_a_A,0.0155,0.01154,-0.00094,-0.07831,-0.1956,-0.1944,-0.132,-0.1028
O_A,O_A,0.1354,0.1479,0.06032,-0.1721,-0.4512,-0.4405,0.03754,0.2946
O_A,O_a_A,0.02464,0.03101,0.02403,-0.01964,0.02871,-0.004258,0.02718,0.01852
O_A,On_A,0.02684,-0.003259,0.03908,0.1291,0.1627,0.1177,0.1231,0.009754
O_A,O_SP2_A,0.02638,0.005268,0.06867,0.09901,0.1271,0.008457,-0.225,-0.2044
O_A,O_AMID,0.239,0.1555,0.002621,-0.07528,-0.08164,-0.1251,-0.1096,-0.146
O_A,O_CAR,0.06723,0.05194,0.02026,-0.01818,-0.1502,-0.2313,-0.1499,0.02932
O_A,O_ALD,0.1422,0.2224,0.2031,0.3896,0.4793,0.4161,0.3251,0.1465
O_A,N,-0.05443,-0.02509,-0.06372,-0.03259,-0.05521,0.01623,0.1237,0.07905
O_A,Np,-0.00234,-0.004915,-0.04003,-0.004628,-0.00807,0.04589,-0.03443,0.0203
O_A,N_SP,-0.007346,-0.004975,-0.006522,0.008399,-0.00467,-0.05669,-0.01635,-0.01198
O_A,O,-0.009607,0.008035,0.001412,-0.01343,0.02241,0.008474,-0.000861,-0.009153
O_A,On,-0.01787,0.02955,-0.006964,0.02054,0.006911,0.0106,-0.02401,-0.03091
O_A,S,0.2115,0.2422,0.2392,0.2221,0.08133,0.1192,0.03371,-0.07455
O_A,S_a,-0.02872,0.05087,0.009482,-0.02026,0.01479,-0.003695,0.01863,-0.02814
O_A,S_H,0.08224,0.1442,0.07768,-0.045,-0.2268,-0.2046,0.02397,0.09287
O_A,P,0.1018,0.1332,0.1333,0.06443,0.05803,0.09168,-0.07239,-0.147
O_A,U,0.05468,0.1079,0.07393,0.004093,-0.03513,-0.1148,0.05251,0.1117
O_a_A,H,0.0046,0.01494,-0.008063,-0.03836,-0.04431,-0.06649,-0.06419,-0.03323
O_a_A,H_N,-0.05752,-0.007225,0.003142,-0.01541,-0.03609,0.0093,0.01193,-0.04675
O_a_A,H_O,0.00239,0.03227,0.02379,0.0274,0.002083,-0.02428,-0.06271,-0.06164
O_a_A,H_S,0.01034,0.007851,-0.005143,-0.03426,-0.05389,-0.03072,-0.03834,-0.04048
O_a_A,H_ba,-0.01243,-0.04038,-0.0598,-0.06973,-0.01481,-0.02044,-0.02198,-0.04644
O_a_A,C,0.03895,0.0336,0.003986,-0.0503,-0.01589,-0.009541,0.01723,-0.02355
O_a_A,C_a,0.03323,0.001275,-0.0497,-0.07301,-0.03327,0.00992,-0.001652,-0.01552
O_a_A,C_SP2,0.01245,0.001977,-0.04566,0.003641,0.08558,0.08982,0.01766,-0.0554
O_a_A,C_SP,0.003929,0.002492,-0.01124,-0.002155,-0.004064,0.01811,-0.001693,0.0007466
O_a_A,F,0.001527,-0.01683,-0.008836,-0.003806,0.01376,0.0004956,-0.02556,-0.03734
O_a_A,F_ba,0.0006298,0.01693,-0.01599,0.005913,-0.01693,0.004516,-0.006008,-0.01082
O_a_A,Cl,-0.01001,0.0006677,-0.00461,-0.00441,0.0121,0.04382,0.02894,-0.00338
O_a_A,Cl_ba,-0.01563,0.006481,0.0111,-0.01765,0.01032,0.02113,0.01785,0.01046
O_a_A,Br,-0.02425,-0.007694,-0.01175,0.003771,-0.00104,0.01765,0.02416,0.04712
O_a_A,Br_ba,-0.003778,0.01566,-0.007787,-0.001913,0.002103,-0.01038,-0.001316,-0.01512
O_a_A,I,-0.009022,-0.007797,0.02033,-0.0062,-0.01797,-0.02032,-0.006252,0.01149
O_a_A,I_ba,0.00319,-0.00196,-0.03762,-0.002389,0.005427,0.00523,0.01816,-0.0007258
O_a_A,N_D,-0.0008594,-0.009895,0.02021,0.0145,-0.003883,0.02461,0.01655,0.004267
O_a_A,N_a_D,0.0716,0.03609,0.03715,0.01628,0.0142,-0.009871,0.002144,0.02208
O_a_A,N_ba_D,0.07165,0.03484,0.01574,0.004652,-0.01924,-0.02363,0.01062,0.03208
O_a_A,Np_D,0.07203,0.02185,0.03378,-0.04436,-0.02848,0.1467,0.2257,0.2002
O_a_A,N_SP2_D,-0.006793,0.01639,-0.005444,-0.008248,0.01265,-0.00198,0.01984,0.01856
O_a_A,N_AMID_D,0.03912,-0.01453,-0.04549,-0.05212,0.006484,-0.00658,-0.06196,-0.1098
O_a_A,Np_RES_D,0.04479,0.0332,0.006313,-0.008347,-0.03646,0.007997,-0.03622,-0.02508
O_a_A,N_DA,-0.03656,-0.0006567,0.001326,0.005884,-0.0144,0.02003,-0.007806,0.002976
O_a_A,N_a_DA,0.02444,0.008284,0.01408,0.01766,0.0057,0.005031,-0.06799,-0.04459
O_a_A,O_DA,-0.004774,0.02592,0.03407,0.0101,0.03335,0.003679,-0.04105,-0.06084
O_a_A,O_ba_DA,0.02685,0.04821,0.02576,0.037,0.00277,-0.04166,-0.08935,-0.07391
O_a_A,Met_DA,-0.03064,-0.06402,0.004375,-0.001801,0.04678,0.02771,0.05949,0.1102
O_a_A,N_A,-0.006593,0.01142,0.01757,0.005167,0.0266,0.02035,-0.007544,0.01002
O_a_A,N_a_A,-0.007388,0.0005345,-0.0245,-0.004282,0.01058,-0.05358,-0.01181,0.01244
O_a_A,O_A,0.0276,-0.003964,-0.003875,-0.03168,-0.04761,-0.0573,-0.01557,-0.006338
O_a_A,O_a_A,-0.01449,0.0002095,0.002604,-0.01142,0.003697,0.0112,-0.01316,0.0005711
O_a_A,On_A,0.01528,0.03856,0.0293,0.05985,0.05481,0.006027,-0.02256,-0.07451
O_a_A,O_SP2_A,0.05143,0.05317,0.07222,0.05924,0.03365,-0.00761,-0.01939,0.002153
O_a_A,O_AMID,0.08469,0.05074,0.04039,0.005855,-0.01352,-0.0322,-0.07844,-0.08812
O_a_A,O_CAR,0.03687,-0.01814,-0.01404,-0.03442,-0.04717,-0.02626,0.009699,0.02065
O_a_A,O_ALD,0.09441,0.1108,0.1935,0.2936,0.4086,0.3605,0.2687,0.1388
O_a_A,N,0.002823,-0.02429,-0.0002558,-0.003944,0.007503,0.02673,0.02972,0.06224
O_a_A,Np,0.007403,-0.02139,0.01546,-0.00578,0.001057,0.02017,0.02187,-0.007056
O_a_A,N_SP,0.01289,0.005584,0.001504,0.004486,0.01064,-0.01805,0.01724,0.001583
O_a_A,O,-0.02494,-0.002452,-0.00451,-0.01215,0.01285,-0.0008939,0.005523,0.01166
O_a_A,On,-0.002973,-0.009516,-0.006052,0.01901,0.01218,0.0006497,-0.00157,0.01609
O_a_A,S,0.04205,0.03603,0.03019,-0.02699,-0.03873,-0.001247,-0.01368,-0.007147
O_a_A,S_a,-0.01334,-0.00291,0.005699,-0.006096,-0.003828,0.00598,-0.002393,-0.01293
O_a_A,S_H,0.04416,0.04305,-0.006419,-0.07382,-0.09244,-0.06382,-0.008689,-0.03135
O_a_A,P,-0.01481,0.02162,0.03178,0.01701,-0.007163,-0.02689,-0.03683,-0.05366
O_a_A,U,-0.001137,0.01634,0.01882,0.01162,0.01881,-0.01048,-0.01438,-0.04021
On_A,H,0.002905,0.01865,0.04749,0.04939,0.04249,-0.005966,-0.1071,-0.07748
On_A,H_N,-0.0994,-0.06124,-0.06917,-0.08149,-0.07508,-0.09322,-0.04567,-0.1806
On_A,H_O,-0.02801,0.08076,-0.008111,-0.02613,0.004731,-0.09593,-0.1328,-0.1591
On_A,H_S,0.03491,0.03985,0.05366,0.1538,0.1109,-0.06815,-0.1303,-0.1654
On_A,H_ba,-0.02866,-0.05604,-0.03845,0.04482,0.008727,-0.07757,-0.1121,-0.07812
On_A,C,-0.07883,-0.005463,-0.04352,0.008437,-0.04036,0.07652,0.1272,-0.04134
On_A,C_a,0.1073,0.1226,0.03634,0.07505,9.636e-05,0.07004,0.0282,-0.05168
On_A,C_SP2,0.008464,0.008858,0.07361,0.1043,0.1032,0.1529,0.1525,-0.09335
On_A,C_SP,-0.001971,0.001335,0.0157,0.03193,0.009338,0.003042,0.02434,-0.01224
On_A,F,0.04432,0.01398,0.07679,0.09232,0.1016,0.0255,-0.07521,-0.1498
On_A,F_ba,-0.01289,0.007381,-0.02571,-0.02133,0.01119,0.009708,0.002923,0.02143
On_A,Cl,0.1308,0.188,0.1655,0.2228,0.2426,0.1118,-0.07365,-0.04754
On_A,Cl_ba,0.009635,-0.019,-0.02054,0.02362,0.03716,0.007233,0.00884,0.02811
On_A,Br,0.0568,0.07826,0.1103,0.07433,0.0589,0.07711,-0.03841,-0.001769
On_A,Br_ba,-0.03024,0.001683,-0.05148,0.004752,-0.04322,-0.03808,-0.03023,0.0007407
On_A,I,0.04914,0.06364,0.01397,-0.01958,-0.01991,0.02975,0.06045,0.1092
On_A,I_ba,-0.04228,-0.009468,-0.04811,0.001428,-0.00167,0.0157,0.001203,0.02512
On_A,N_D,0.1587,0.1111,0.1189,0.06109,0.09625,0.03431,-0.04717,-0.1312
On_A,N_a_D,0.1072,0.08402,0.03966,0.02123,-0.01681,0.05205,0.1186,0.1199
On_A,N_ba_D,0.1606,0.1171,0.09053,0.07381,0.06425,0.02272,-0.0008595,0.0408
On_A,Np_D,0.1994,0.1297,0.05752,-0.1113,-0.04934,0.2752,0.5066,0.354
On_A,N_SP2_D,-0.02794,-0.04273,-0.02546,0.02471,0.005337,0.05278,0.008639,0.05525
On_A,N_AMID_D,0.1677,0.1106,-0.03982,-0.2005,-0.1906,-0.1596,-0.2431,-0.2649
On_A,Np_RES_D,0.1887,0.1109,0.02697,-0.01783,-0.007918,-0.1242,-0.1715,-0.1814
On_A,N_DA,-0.009537,0.01153,0.005261,0.003249,-0.02603,0.03774,-0.03412,0.001081
On_A,N_a_DA,0.03301,0.05587,0.02943,0.01797,-0.0351,-0.09869,-0.1939,-0.1559
On_A,O_DA,-0.03181,-0.02611,0.02156,0.04659,0.05427,0.004415,-0.0276,-0.1437
On_A,O_ba_DA,-0.1051,-0.1011,-0.1011,-0.09217,-0.1574,-0.1207,0.04253,0.1938
On_A,Met_DA,-0.06071,-0.1735,-0.3336,-0.4901,-0.5268,-0.2877,0.2147,0.4018
On_A,N_A,0.02187,-0.003355,0.0774,0.02205,0.003271,0.02674,0.005186,0.0764
On_A,N_a_A,0.07881,0.08739,0.07705,0.06678,-0.0181,-0.00364,0.04588,0.1108
On_A,O_A,0.1477,0.1119,0.05407,-0.04054,-0.06977,-0.001967,0.02743,0.1423
On_A,O_a_A,-0.01181,0.01585,0.008939,-0.01061,0.007072,0.009049,0.01586,-0.005454
On_A,On_A,0.07665,0.02274,0.08089,0.09094,0.09936,0.01594,-0.2112,-0.3546
On_A,O_SP2_A,0.189,0.2025,0.2904,0.243,0.04028,-0.0788,-0.08842,-0.05564
On_A,O_AMID,0.04817,0.1545,0.2002,0.2204,0.0961,-0.1364,-0.3092,-0.2566
On_A,O_CAR,0.1215,0.1401,0.1122,0.05482,-0.012,-0.06079,-0.181,-0.09573
On_A,O_ALD,0.2294,0.3396,0.5187,0.868,1.238,1.098,0.703,0.3861
On_A,N,0.02092,-0.004016,-0.01678,-0.07738,-0.1173,-0.2025,-0.2444,-0.112
On_A,Np,0.03771,0.04528,0.0524,0.05489,0.01818,0.04402,0.04438,0.05034
On_A,N_SP,-0.01286,-0.004654,-0.01369,-0.03217,0.0451,0.02599,0.006297,-0.02867
On_A,O,0.01292,0.01962,-0.01975,-0.01171,0.0008053,-0.03437,0.01289,0.03256
On_A,On,0.03922,-0.02051,-0.01695,0.01608,-0.002148,-0.04537,0.01602,0.01598
On_A,S,0.159,0.201,0.2055,0.1654,0.07566,0.1121,0.06189,-0.05911
On_A,S_a,-0.004692,0.01054,-0.008298,0.0002047,0.05409,0.007172,0.02003,-0.002038
On_A,S_H,0.07612,0.07477,0.1058,0.1477,0.08645,-0.03759,-0.08682,-0.09943
On_A,P,0.2244,0.3277,0.4028,0.3761,0.3307,0.2297,0.1643,0.09105
On_A,U,0.09515,0.09196,0.04656,0.02002,-0.00193,-0.02859,-0.0197,0.006668
O_SP2_A,H,0.01408,-0.0141,0.01672,0.03739,0.005616,-0.04582,-0.1212,-0.0538
O_SP2_A,H_N,-0.07268,-0.06796,0.0006761,-0.02014,-0.06096,-0.03399,-0.04842,-0.1703
O_SP2_A,H_O,-0.03345,0.02621,0.03954,0.03841,0.01972,-0.052,-0.1024,-0.09758
O_SP2_A,H_S,0.0422,0.0725,-0.002742,0.08481,0.08285,0.01845,-0.0632,-0.1104
O_SP2_A,H_ba,-0.02677,-0.01923,-0.03377,-0.01117,-0.05368,-0.04511,-0.03814,-0.1053
O_SP2_A,C,-0.008023,0.009966,-0.0302,-0.01897,-0.03506,0.06121,0.07879,-0.05922
O_SP2_A,C_a,0.141,0.1465,0.05613,0.02575,-0.0321,0.04533,0.04825,-0.05111
O_SP2_A,C_SP2,-0.007698,-0.02655,0.01005,0.01177,0.09753,0.1985,0.121,-0.02932
O_SP2_A,C_SP,0.01097,-0.03029,0.01608,0.04475,-0.0024,-0.01508,0.02546,-0.02357
O_SP2_A,F,0.01047,0.01537,0.0634,0.05132,0.09087,0.02104,-0.03328,-0.1065
O_SP2_A,F_ba,-0.005606,-0.002213,-0.0163,-0.02099,-0.01227,0.02782,-0.01299,-0.00838
O_SP2_A,Cl,0.09649,0.122,0.08917,0.1124,0.08433,0.003132,-0.08328,-0.03236
O_SP2_A,Cl_ba,0.00709,-0.009246,-0.01101,0.001781,0.03225,0.002656,0.00781,-0.006612
O_SP2_A,Br,0.02466,0.006096,0.008559,-0.01499,-0.01233,0.01719,0.01527,0.06417
O_SP2_A,Br_ba,-0.02247,0.02457,-0.0311,0.02854,-0.02221,-0.01953,0.0004768,-0.01712
O_SP2_A,I,0.03388,0.03956,0.03904,0.02619,0.0354,-0.006834,-0.01171,0.03967
O_SP2_A,I_ba,-0.01205,0.00484,-0.008585,0.009227,-0.02087,0.003637,0.03082,0.01318
O_SP2_A,N_D,0.09354,0.0595,0.04524,0.04889,0.04131,0.06486,0.05206,0.009459
O_SP2_A,N_a_D,0.02036,0.03067,-0.03474,-0.03889,-0.09759,-0.02295,-0.0336,-0.03065
O_SP2_A,N_ba_D,0.1661,0.1384,0.1157,0.09029,0.08838,0.05932,0.03104,0.05915
O_SP2_A,Np_D,0.09402,0.05197,0.03594,-0.04735,0.01882,0.2596,0.486,0.3948
O_SP2_A,N_SP2_D,-0.002742,-0.02896,0.01114,0.02093,0.04235,0.04237,-0.0009662,0.07418
O_SP2_A,N_AMID_D,0.1746,0.1129,-0.03811,-0.2223,-0.1642,-0.1024,-0.185,-0.2316
O_SP2_A,Np_RES_D,0.1759,0.09006,-0.0001297,-0.04672,0.0439,-0.007488,-0.1227,-0.1684
O_SP2_A,N_DA,0.004795,0.006284,-0.004672,0.02814,0.004564,0.02485,-0.0242,-0.01188
O_SP2_A,N_a_DA,0.08375,0.07718,0.03165,0.03635,0.03536,0.06156,-0.02416,-0.1142
O_SP2_A,O_DA,-0.01016,-0.006422,0.0142,0.03456,0.04354,-0.02206,-0.05227,-0.1395
O_SP2_A,O_ba_DA,-0.04799,-0.04832,-0.0415,0.0633,0.03697,0.01722,-0.005742,-0.001266
O_SP2_A,Met_DA,-0.09215,-0.1304,-0.2422,-0.2791,-0.3435,-0.184,0.267,0.3248
O_SP2_A,N_A,0.02025,-0.01806,0.03249,0.03299,-0.00105,0.01926,-0.04121,0.0357
O_SP2_A,N_a_A,0.05187,0.08316,0.1091,0.05652,0.03077,-0.006521,-0.02545,-0.02359
